OTU	Kingdom	Phylum	Class	Order	Family	Genus	Species	Element
contig_1315	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. cat1296	Prevotella sp. cat1296
contig_515	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	not classified	unclassified Microviridae sp. cat2595	unclassified Microviridae sp. cat2595
contig_2049	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	unclassified Ruminococcus sp. cat1951	unclassified Ruminococcus sp. cat1951
contig_1889	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1173	dark_matter sp. cat1173
contig_914	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1373	dark_matter sp. cat1373
contig_1697	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. cat1629	Bacteroides sp. cat1629
contig_1913	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified sp. cat1827	not classified sp. cat1827
contig_608	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. cat2676	Prevotella sp. cat2676
contig_1418	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri	Prevotella copri sp. cat1391
contig_335	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	Clostridiales sp. cat2429	Clostridiales sp. cat2429
contig_2269	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified sp. cat2136	not classified sp. cat2136
contig_538	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1311	dark_matter sp. cat1311
contig_1657	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified sp. cat1597	not classified sp. cat1597
contig_745	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified sp. cat2800	not classified sp. cat2800
contig_623	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	Clostridiales sp. cat2686	Clostridiales sp. cat2686
contig_34	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	not classified	crAss-like viruses sp. cat2434	crAss-like viruses sp. cat2434
contig_1319	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified sp. cat1300	not classified sp. cat1300
contig_233	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	Microviridae sp. ctKZF468
contig_1834	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1165	dark_matter sp. cat1165
contig_1445	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Fervidicola	Fervidicola ferrireducens	Fervidicola ferrireducens sp. cat1411
contig_779	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	Clostridiales sp. cat2828	Clostridiales sp. cat2828
contig_1565	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	not classified	not classified	Bacteroidales sp. cat1519	Bacteroidales sp. cat1519
contig_1323	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	not classified	Prevotellaceae sp. cat1304	Prevotellaceae sp. cat1304
contig_1528	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	Clostridiales sp. cat1488	Clostridiales sp. cat1488
contig_1572	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	Clostridiales sp. cat1526	Clostridiales sp. cat1526
contig_1653	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	not classified	Prevotellaceae sp. cat1594	Prevotellaceae sp. cat1594
contig_1396	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Mudcatvirus	Arthrobacter virus Mudcat	Siphoviridae sp. ctUYA439
contig_486	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	Microviridae sp. ctmuQ874
contig_581	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	Microviridae sp. ctnot971
contig_893	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium faecium	Phascolarctobacterium faecium sp. cat2933
contig_1229	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Tobamovirus_undefined_species	Virgaviridae sp. ctRXS254
contig_323	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	Akkermansia muciniphila sp. cat2417
contig_446	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pepyhexavirus	Rhodococcus virus Poco6	Siphoviridae sp. ctxbK833
contig_2175	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. cat2051	Bacteroides sp. cat2051
contig_1716	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. cat1647	Prevotella sp. cat1647
contig_2041	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. cat1945	Bacteroides sp. cat1945
contig_2224	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae sp.	Microviridae sp. sp. cat2096
contig_1878	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. cat1799	Prevotella sp. cat1799
contig_397	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Prymnesiovirus	Prymnesiovirus_undefined_species	Phycodnaviridae sp. ctl5c784
contig_2326	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unclassified Clostridium sp. cat2184	unclassified Clostridium sp. cat2184
contig_1734	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. cat1664	Prevotella sp. cat1664
contig_261	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Salasvirus	Salasvirus_undefined_species	Podoviridae sp. ctUiL647
contig_303	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	Microviridae sp. ctLww691
contig_1844	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_undefined_genus	Lachnospiraceae bacterium	Lachnospiraceae bacterium sp. cat1767
contig_603	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	Microviridae sp. ctEzn994
contig_656	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	Microviridae sp. ctWoP049
contig_258	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	Acinetobacter baumannii sp. cat2350
contig_2198	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	Streptococcus agalactiae sp. cat2070
contig_2128	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified sp. cat2018	not classified sp. cat2018
contig_2037	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. cat1941	Prevotella sp. cat1941
contig_222	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Siphoviridae_undefined_genus	Siphoviridae_undefined_genus_undefined_species	Siphoviridae sp. ctoZK349
contig_668	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1334	dark_matter sp. cat1334
contig_568	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	Microviridae sp. ctFXZ957
contig_174	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified sp. cat1670	not classified sp. cat1670
contig_2021	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. cat1926	Prevotella sp. cat1926
contig_1731	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1145	dark_matter sp. cat1145
contig_297	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_undefined_family	Rickettsiales_undefined_family_undefined_genus	Rickettsiales bacterium	Rickettsiales bacterium sp. cat2391
contig_2453	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Myoviridae_undefined_genus	Myoviridae_undefined_genus_undefined_species	Myoviridae sp. ctOVV601
contig_497	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Flammeovirga	Flammeovirga sp. SR4	Flammeovirga sp. SR4 sp. cat2576
contig_1184	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1030	dark_matter sp. cat1030
contig_769	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	Clostridiales sp. cat2820	Clostridiales sp. cat2820
contig_2010	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. cat1915	Bacteroides sp. cat1915
contig_2265	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified sp. cat2133	not classified sp. cat2133
contig_1016	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Skunavirus	Skunavirus_undefined_species	Siphoviridae sp. ctuWE20
contig_730	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	Clostridiales sp. cat2786	Clostridiales sp. cat2786
contig_1758	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1150	dark_matter sp. cat1150
contig_330	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Skunavirus	Skunavirus_undefined_species	Siphoviridae sp. ctC2D719
contig_1073	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	Clostridiales sp. cat1071	Clostridiales sp. cat1071
contig_1179	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Siphoviridae_undefined_genus	Siphoviridae_undefined_genus_undefined_species	Siphoviridae sp. ctNU2200
contig_1912	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	not classified	not classified	Bacteroidales sp. cat1826	Bacteroidales sp. cat1826
contig_89	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	not classified	not classified	Bacteroidales sp. cat2930	Bacteroidales sp. cat2930
contig_1382	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1064	dark_matter sp. cat1064
contig_1579	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified sp. cat1531	not classified sp. cat1531
contig_1985	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	Clostridiales sp. cat1891	Clostridiales sp. cat1891
contig_1468	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1087	dark_matter sp. cat1087
contig_388	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1299	dark_matter sp. cat1299
contig_2322	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. cat2182	Bacteroides sp. cat2182
contig_377	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Myoviridae_undefined_genus	Myoviridae_undefined_genus_undefined_species	Myoviridae sp. ctCFy764
contig_633	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriales_undefined_family	Flavobacteriales_undefined_family_undefined_genus	Flavobacteriales bacterium	Flavobacteriales bacterium sp. cat2696
contig_2009	not classified	not classified	not classified	not classified	not classified	not classified	not classified sp. cat1913	not classified sp. cat1913
contig_236	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus sp. CAG:324	Staphylococcus sp. CAG:324 sp. cat2211
contig_1722	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. cat1653	Prevotella sp. cat1653
contig_1462	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	not classified	not classified	Bacteroidales sp. cat1426	Bacteroidales sp. cat1426
contig_931	not classified	not classified	not classified	not classified	not classified	not classified	not classified sp. cat2970	not classified sp. cat2970
contig_1940	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	Clostridiales sp. cat1852	Clostridiales sp. cat1852
contig_509	not classified	not classified	not classified	not classified	not classified	not classified	not classified sp. cat2589	not classified sp. cat2589
contig_1064	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1010	dark_matter sp. cat1010
contig_786	Bacteria	Firmicutes	not classified	not classified	not classified	not classified	Firmicutes sp. cat2835	Firmicutes sp. cat2835
contig_1497	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Salasvirus	Salasvirus_undefined_species	Podoviridae sp. ctk8e550
contig_286	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	Enterocloster lavalensis	Enterocloster lavalensis sp. cat2380
contig_1254	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1043	dark_matter sp. cat1043
contig_585	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	Staphylococcus aureus sp. cat2655
contig_1134	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1021	dark_matter sp. cat1021
contig_2174	Bacteria	Firmicutes	Clostridia	Clostridiales	not classified	not classified	Clostridiales sp. cat2050	Clostridiales sp. cat2050
contig_1154	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified sp. cat1144	not classified sp. cat1144
contig_1165	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	Microviridae sp. ct50i185
contig_1536	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia trachomatis	Chlamydia trachomatis sp. cat1495
contig_736	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Thauera	Thauera sp. 2A1	Thauera sp. 2A1 sp. cat2792
contig_813	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	Microviridae sp. ct05c218
contig_1785	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. cat1710	Parabacteroides sp. cat1710
contig_1747	Bacteria	Firmicutes	not classified	not classified	not classified	not classified	Firmicutes sp. cat1675	Firmicutes sp. cat1675
contig_555	Bacteria	Bacteria_undefined_phylum	Bacteria_undefined_phylum_undefined_class	Bacteria_undefined_phylum_undefined_class_undefined_order	Bacteria_undefined_phylum_undefined_class_undefined_order_undefined_family	Bacteria_undefined_phylum_undefined_class_undefined_order_undefined_family_undefined_genus	Parcubacteria group bacterium ADurb.Bin216	Parcubacteria group bacterium ADurb.Bin216 sp. cat2628
contig_940	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	Microviridae sp. ctH7f357
contig_1668	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1131	dark_matter sp. cat1131
contig_1687	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri	Prevotella copri sp. cat1620
contig_383	not classified	not classified	not classified	not classified	not classified	not classified	not classified sp. cat2471	not classified sp. cat2471
contig_1499	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Bromoviridae	Ilarvirus	Blueberry shock virus	Blueberry shock virus sp. cat1459
contig_477	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	not classified	not classified	Bacteroidales sp. cat2557	Bacteroidales sp. cat2557
contig_1832	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1164	dark_matter sp. cat1164
contig_1873	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. CAG:933	Veillonella sp. CAG:933 sp. cat1794
contig_1545	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1098	dark_matter sp. cat1098
contig_1252	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. cat1236	Prevotella sp. cat1236
contig_2089	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. cat1986	Prevotella sp. cat1986
contig_588	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Skunavirus	Skunavirus_undefined_species	Siphoviridae sp. ctlPz978
contig_759	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Podoviridae_undefined_genus	Podoviridae_undefined_genus_undefined_species	CrAss-like virus sp. ctCaY159
contig_277	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	not classified	Siphoviridae sp. cat2370	Siphoviridae sp. cat2370
contig_1806	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	not classified	unclassified Gokushovirinae sp. cat1733	unclassified Gokushovirinae sp. cat1733
contig_1129	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. cat1123	Prevotella sp. cat1123
contig_662	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	Microviridae sp. ctohs056
contig_1451	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1082	dark_matter sp. cat1082
contig_2234	Bacteria	Bacteria_undefined_phylum	Bacteria_undefined_phylum_undefined_class	Bacteria_undefined_phylum_undefined_class_undefined_order	Bacteria_undefined_phylum_undefined_class_undefined_order_undefined_family	Bacteria_undefined_phylum_undefined_class_undefined_order_undefined_family_undefined_genus	Parcubacteria group bacterium ADurb.Bin216	Parcubacteria group bacterium ADurb.Bin216 sp. cat2104
contig_1473	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. cat1434	Prevotella sp. cat1434
contig_1280	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. cat1263	Prevotella sp. cat1263
contig_2176	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia sp. cat2052	Blautia sp. cat2052
contig_1667	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Chryseobacterium sp.	Chryseobacterium sp. sp. cat1605
contig_1750	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	not classified	Lachnospiraceae sp. cat1679	Lachnospiraceae sp. cat1679
contig_84	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. cat2884	Parabacteroides sp. cat2884
contig_1796	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	not classified	crAss-like viruses sp. cat1721	crAss-like viruses sp. cat1721
contig_2227	Bacteria	not classified	not classified	not classified	not classified	not classified	not classified sp. cat2099	not classified sp. cat2099
contig_2430	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp. CAG:933	Veillonella sp. CAG:933 sp. cat2288
contig_2188	Bacteria	Firmicutes	Firmicutes_undefined_class	Firmicutes_undefined_class_undefined_order	Firmicutes_undefined_class_undefined_order_undefined_family	Firmicutes_undefined_class_undefined_order_undefined_family_undefined_genus	Firmicutes bacterium CAG:24	Firmicutes bacterium CAG:24 sp. cat2062
contig_391	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	not classified	Lachnospiraceae sp. cat2477	Lachnospiraceae sp. cat2477
contig_192	Kingdom_undefined	Kingdom_undefined_Phylum_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus	Kingdom_undefined_Phylum_undefined_Class_undefined_Order_undefined_Family_undefined_Genus_dark_matter sp. cat1183	dark_matter sp. cat1183
contig_725	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Microviridae_undefined_genus	Microviridae_undefined_genus_undefined_species	Microviridae sp. ctOkP123
contig_308	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Fipvunavirus	Flavobacterium virus Fpv1	Podoviridae sp. ctm0O696
contig_572	Bacteria	Firmicutes	not classified	not classified	not classified	not classified	Firmicutes sp. cat2645	Firmicutes sp. cat2645
